Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,W_A_1,W_A_2,W_A_3,W_A_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_12,Soil_Type_13,Soil_Type_14,Soil_Type_17,Soil_Type_18,Soil_Type_19,Soil_Type_20,Soil_Type_21,Soil_Type_22,Soil_Type_23,Soil_Type_24,Soil_Type_26,Soil_Type_29,Soil_Type_30,Soil_Type_31,Soil_Type_32,Soil_Type_33,Soil_Type_34,Soil_Type_35,Soil_Type_37,Soil_Type_38,Soil_Type_39,Soil_Type_40,Cover_Type(Class)
27987,0.23443775100401604,0.05172413793103448,0.0,0.1784955376115597,0.02154019428410531,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28456,0.22088353413654616,0.1724137931034483,0.0,0.060065165037540724,0.11488103618189498,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28591,0.09287148594377503,0.03448275862068965,0.0,0.1181470463238419,0.08489370688441503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28668,0.20030120481927705,0.4655172413793103,0.09229651162790696,0.17438730698399207,0.14979586090384348,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28670,0.2494979919678713,0.3275862068965517,0.2616279069767442,0.0872644850545403,0.240743347881177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29013,0.1736947791164659,0.3620689655172414,0.0,0.15356282759597675,0.08376742221596509,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29119,0.20833333333333331,0.3965517241379311,0.13953488372093026,0.14208811446380507,0.18330282979022955,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29234,0.2148594377510039,0.10344827586206896,0.0,0.03612409689757756,0.06814022244122203,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29338,0.2153614457831325,0.03448275862068965,0.0,0.024791046890494405,0.05744051809094749,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29396,0.17720883534136533,0.4310344827586207,0.04869186046511628,0.14123813571327384,0.18217654512177955,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29572,0.11445783132530114,0.1724137931034483,0.0,0.12395523445247204,0.11375475151344501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30000,0.23092369477911634,0.25862068965517243,0.2318313953488372,0.19223686074514806,0.1399408700549064,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30045,0.2449799196787149,0.3275862068965517,0.20130813953488366,0.1263635075789772,0.06814022244122203,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30506,0.2173694779116465,0.4482758620689655,0.13953488372093026,0.12409689757756055,0.20118259890187248,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30824,0.2449799196787149,0.6206896551724138,0.12718023255813954,0.04802379940501488,0.2634098268337322,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31777,0.21385542168674687,0.5172413793103449,0.06540697674418605,0.04589885252868678,0.25369562156835146,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31973,0.1300200803212851,0.13793103448275862,0.0,0.17013741323133588,0.1682387723497114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32034,0.17570281124497975,0.10344827586206896,0.0,0.17424564385890354,0.0777136421230466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32410,0.2866465863453814,0.15517241379310345,0.0,0.05539028190961893,0.18400675770801075,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32677,0.23694779116465856,0.05172413793103448,0.0,0.1916702082447939,0.034774039138392235,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33219,0.22489959839357432,0.4310344827586207,0.1875,0.13443830570902393,0.19343939180627906,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33380,0.2605421686746988,0.05172413793103448,0.3270348837209302,0.08244793880152998,0.24553005772208925,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33511,0.13704819277108438,0.4137931034482759,0.02180232558139535,0.1709873919818671,0.07855835562438407,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33746,0.12148594377510025,0.3793103448275862,0.02180232558139535,0.19847003824904372,0.1184006757708011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33813,0.14106425702811232,0.2241379310344828,0.02180232558139535,0.12381357132738348,0.20864423483035335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33999,0.1832329317269076,0.13793103448275862,0.0,0.17552061198470034,0.05504716317049135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34054,0.20983935742971893,0.3275862068965517,0.17587209302325582,0.19648675449780426,0.11248768126143888,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34246,0.21586345381526093,0.27586206896551724,0.21584302325581395,0.16503754072814847,0.1651414895114741,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34419,0.16516064257028107,0.5344827586206896,0.1322674418604651,0.09505595693440998,0.013374630437843165,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34593,0.1275100401606425,0.5689655172413793,0.06177325581395349,0.08471454880294657,0.009432634098268337,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35000,0.18072289156626492,0.29310344827586204,0.0,0.19974500637484066,0.07391243136702802,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35157,0.09789156626506024,0.1724137931034483,0.0,0.06389006941493129,0.03590032380684218,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35237,0.10291164658634544,0.08620689655172414,0.0,0.13273834820796146,0.028297902294805014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35457,0.09086345381526097,0.4137931034482759,0.0436046511627907,0.07210653067006657,0.0770097142052654,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35662,0.13403614457831325,0.5517241379310345,0.0436046511627907,0.11843037257401898,0.024637477122342672,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35987,0.15512048192771088,0.5344827586206896,0.11773255813953487,0.05539028190961893,0.04223567506687315,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36075,0.1967871485943774,0.08620689655172414,0.0,0.06615667941634792,0.07616500070392791,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36118,0.17821285140562235,0.5517241379310345,0.15843023255813954,0.09335599943334748,0.01886526819653668,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36755,0.23393574297188746,0.3275862068965517,0.2245639534883721,0.13528828445955518,0.07180064761368436,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36851,0.12449799196787135,0.3793103448275862,0.02180232558139535,0.19195353449497096,0.12318738561171334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36966,0.21034136546184729,0.3965517241379311,0.13953488372093026,0.13599660008499787,0.189356609883148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37008,0.10240963855421692,0.29310344827586204,0.0,0.08754781130471738,0.11079825425876394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37019,0.2525100401606425,0.3793103448275862,0.2354651162790697,0.1148887944468055,0.2155427284246093,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37113,0.2394578313253012,0.15517241379310345,0.0,0.20087831137554893,0.04547374348866677,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37189,0.25150602409638545,0.4310344827586207,0.24345930232558136,0.163337583227086,0.10164719132760804,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37392,0.17218875502008035,0.3275862068965517,0.02180232558139535,0.11729706757331068,0.20611009432634095,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37476,0.1074297188755019,0.13793103448275862,0.0,0.1393965150871228,0.03604110939039842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37591,0.2153614457831325,0.4310344827586207,0.0872093023255814,0.03796571752372857,0.2444037730536393,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37688,0.1661646586345381,0.2413793103448276,0.0,0.08372290692732681,0.1702097705194988,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37920,0.24648594377510025,0.4310344827586207,0.2245639534883721,0.08244793880152998,0.24285513163452066,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38418,0.09638554216867468,0.3103448275862069,0.02180232558139535,0.11913868819946168,0.08123328171195271,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38630,0.1375502008032129,0.603448275862069,0.07848837209302326,0.08598951692874345,0.00844713501337463,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38970,0.19026104417670686,0.29310344827586204,0.02180232558139535,0.2061198470038249,0.08461213571730257,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39143,0.17469879518072273,0.2241379310344828,0.0,0.10723898569202436,0.2190623680135155,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39228,0.1912650602409639,0.03448275862068965,0.0,0.2269443263918402,0.11375475151344501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39491,0.11596385542168675,0.4827586206896552,0.02180232558139535,0.16857911885536195,0.0667323666056596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40129,0.12650602409638545,0.2413793103448276,0.0,0.0872644850545403,0.07025200619456567,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40197,0.14708835341365456,0.12068965517241376,0.0,0.10653067006658166,0.2190623680135155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40204,0.14106425702811232,0.1896551724137931,0.030523255813953487,0.18628700949142932,0.1828804730395608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40701,0.08935742971887539,0.29310344827586204,0.0,0.07819804504887377,0.08616077713642124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41130,0.2314257028112449,0.1896551724137931,0.0,0.04689049440430657,0.09305927073067717,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41137,0.1330321285140562,0.5344827586206896,0.030523255813953487,0.12948009633092505,0.036322680557510915,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41161,0.1099397590361445,0.13793103448275862,0.0,0.1881286301175804,0.09334084189778967,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41384,0.17520080321285125,0.4482758620689655,0.04869186046511628,0.15327950134579968,0.1702097705194988,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41387,0.13604417670682736,0.10344827586206896,0.0,0.13557161070973225,0.08489370688441503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41703,0.22540160642570284,0.5,0.10901162790697674,0.03654908627284318,0.2472194847247642,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41753,0.2550200803212851,0.3620689655172414,0.2623546511627907,0.12154696132596685,0.2108968041672533,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41887,0.2645582329317268,0.3103448275862069,0.2245639534883721,0.0685649525428531,0.2579191890750388,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41972,0.08785140562248983,0.27586206896551724,0.0,0.06374840628984275,0.07757285653949035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42127,0.23042168674698785,0.3620689655172414,0.21584302325581395,0.1827454313642159,0.14782486273405604,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42220,0.12851405622489953,0.206896551724138,0.0,0.16418756197761722,0.18977896663381671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42719,0.2173694779116465,0.27586206896551724,0.0,0.1733956651083723,0.17105448402083626,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43285,0.2399598393574297,0.05172413793103448,0.0,0.2035699107522312,0.06053780092918485,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43712,0.17469879518072273,0.3620689655172414,0.030523255813953487,0.1382632100864145,0.18513304237646064,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44004,0.19528112449799184,0.4482758620689655,0.11773255813953487,0.20441988950276244,0.1200901027734764,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44233,0.10592369477911634,0.4827586206896552,0.02180232558139535,0.12976342258110213,0.06870336477544713,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44248,0.09337349397590357,0.13793103448275862,0.0,0.12083864570052415,0.08461213571730257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44283,0.19829317269076294,0.4137931034482759,0.11773255813953487,0.19549511262218444,0.12924116570463182,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44954,0.17971887550200796,0.3103448275862069,0.02180232558139535,0.1317467063323417,0.13613965929888786,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45237,0.2550200803212851,0.3620689655172414,0.2696220930232558,0.09689757756056099,0.2332817119526961,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45440,0.1636546184738955,0.5517241379310345,0.09738372093023256,0.13698824196061765,0.0481486695762354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45680,0.13152610441767065,0.13793103448275862,0.0,0.1691457713557161,0.07616500070392791,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45943,0.25200803212851397,0.15517241379310345,0.0,0.11219719507012324,0.2184992256792904,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46000,0.17520080321285125,0.13793103448275862,0.02180232558139535,0.2124946876328092,0.13149373504153175,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46034,0.1787148594377509,0.5,0.06177325581395349,0.1953534494970959,0.1283964522032944,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46349,0.18473895582329314,0.3448275862068966,0.02180232558139535,0.16149596260093496,0.06279037026608475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46469,0.163152610441767,0.6551724137931034,0.1380813953488372,0.08173962317608728,0.01886526819653668,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46602,0.2043172690763052,0.3275862068965517,0.0,0.059498512537186576,0.2304660002815712,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46888,0.11345381526104414,0.206896551724138,0.02180232558139535,0.12183028757614392,0.11530339293256373,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47152,0.07781124497991965,0.06896551724137931,0.0,0.06913160504320726,0.06814022244122203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47308,0.1019076305220884,0.3448275862068966,0.02180232558139535,0.12948009633092505,0.044065887653104326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47399,0.1656626506024096,0.4655172413793103,0.0,0.2073948151296217,0.07391243136702802,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47415,0.2399598393574297,0.3275862068965517,0.3081395348837209,0.16149596260093496,0.17570040827819233,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47477,0.163152610441767,0.3103448275862069,0.02180232558139535,0.2361524295225953,0.01520484302407434,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47627,0.14206827309236936,0.206896551724138,0.0,0.17792888511120555,0.17401098127551745,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47918,0.10793172690763042,0.1724137931034483,0.0,0.1102139113188837,0.12656623961706326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47968,0.1300200803212851,0.206896551724138,0.0,0.16744581385465362,0.07644657187104041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
48017,0.1480923694779116,0.12068965517241376,0.0,0.2122113613826321,0.034774039138392235,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
48174,0.2530120481927711,0.206896551724138,0.1569767441860465,0.1181470463238419,0.07081514852879063,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
48404,0.17821285140562235,0.5344827586206896,0.11773255813953487,0.1450630400906644,0.05744051809094749,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
48810,0.14959839357429716,0.5689655172413793,0.04869186046511628,0.1539878169712424,0.06279037026608475,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
49165,0.2560240963855421,0.6206896551724138,0.2485465116279069,0.11729706757331068,0.055610305504716316,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
49305,0.2394578313253012,0.017241379310344827,0.0,0.06474004816546253,0.20399831057299736,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
49669,0.10843373493975894,0.4137931034482759,0.02180232558139535,0.16149596260093496,0.05884837392650993,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50232,0.17520080321285125,0.3448275862068966,0.0436046511627907,0.11120555319450348,0.21202308883570326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50376,0.1731927710843374,0.5862068965517241,0.11773255813953487,0.13925485196203427,0.05152752358158525,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50521,0.2319277108433733,0.08620689655172414,0.0,0.15327950134579968,0.1969590313951851,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50638,0.1074297188755019,0.1896551724137931,0.0,0.16404589885252868,0.06053780092918485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50688,0.2314257028112449,0.4137931034482759,0.3415697674418605,0.17736223261085138,0.10558918766718288,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50708,0.22238955823293166,0.4482758620689655,0.10901162790697674,0.03428247627142655,0.2431367028016332,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50753,0.19779116465863444,0.29310344827586204,0.0,0.0577985550361241,0.09854990848937067,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
51023,0.21134538152610427,0.27586206896551724,0.13953488372093026,0.17792888511120555,0.14782486273405604,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
51235,0.14759036144578308,0.1724137931034483,0.0,0.20796146762997592,0.11741517668590735,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
51703,0.3122489959839357,0.13793103448275862,0.0,0.06275676441422298,0.17570040827819236,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
51778,0.23092369477911634,0.206896551724138,0.02180232558139535,0.04674883127921802,0.09334084189778967,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
